rarity;cardId;dbfId;name;cardSet;type;text;playerClass;locale;mechanics;faction;health;collectible;img;imgGold;attack;race;cost;flavor;artist;howToGet;howToGetGold;durability;elite;multiClassGroup;classes;armor;Taunt;Overload;ImmuneToSpellpower;Charge;Battlecry;Freeze;Divine Shield;Secret;Aura;Spell Damage;Windfury;AdjacentBuff;Poisonous;Discover;Silence;Stealth;Deathrattle;AffectedBySpellPower;Combo;Lifesteal;Inspire;InvisibleDeathrattle;AIMustPlay;Jade Golem;Adapt;Quest;Recruit;Rush;Echo;Magnetic;Overkill;Twinspell;Reborn;number mechanics
Rare;CFM_760;40583;Kabal Crystal Runner;Mean Streets of Gadgetzan;Minion;costs 2 less for each secret you ve played this game ;Mage;enUS;Secret;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_760.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_760_premium.gif;5.0;None;6.0;"""Listen, I can cut you in on a little of this premium mana, but you can't tell my boss.""";L. Lullabi & K. Turovec;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;CFM_663;40940;Kabal Trafficker;Mean Streets of Gadgetzan;Minion;at the end of your turn add a random demon to your hand ;Warlock;enUS;None;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_663.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_663_premium.gif;6.0;None;6.0;She ships illicit mana crystals around the world in packages marked: FUNNEL CAKE.;Jon Neimeister;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;CFM_810;40613;Leatherclad Hogleader;Mean Streets of Gadgetzan;Minion;battlecry if your opponent has 6 or more cards in hand gain charge ;Neutral;enUS;Charge,Battlecry;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_810.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_810_premium.gif;6.0;None;6.0;The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.;Mike Sass;False;False;0.0;False;;;0.0;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Epic;CFM_342;40791;Luckydo Buccaneer;Mean Streets of Gadgetzan;Minion;battlecry if your weapon has at least 3 attack gain 4 4 ;Rogue;enUS;Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_342.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_342_premium.gif;5.0;Pirate;6.0;You can't just leave a Luckydo somewhere.  You gotta keep 'em with you!  Especially in Gadgetzan!;Mark Gibbons;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;CFM_672;41841;Madam Goya;Mean Streets of Gadgetzan;Minion;battlecry choose a friendly minion swap it with a minion in your deck ;Neutral;enUS;Battlecry;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_672.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_672_premium.gif;4.0;None;6.0;She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.;Jakub Kasper;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;CFM_025;40337;Wind-up Burglebot;Mean Streets of Gadgetzan;Minion;whenever this attacks a minion and survives draw a card ;Neutral;enUS;None;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_025.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_025_premium.gif;5.0;Mech;6.0;Don't blame the bot for his crimes...  Blame whoever keeps winding him up!;Jim Nelson;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;CFM_806;40603;Wrathion;Mean Streets of Gadgetzan;Minion;taunt battlecry draw cards until you draw one that isn t a dragon ;Neutral;enUS;Battlecry,Taunt;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_806.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_806_premium.gif;4.0;None;6.0;Wrathion, son of Deathwing, is a dragon.  Why isn't he tagged as a dragon, you ask?  WHAT, ARE YOU TRYING TO BLOW HIS COVER??;James Ryman;False;False;0.0;True;;;0.0;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Common;CFM_751;40541;Abyssal Enforcer;Mean Streets of Gadgetzan;Minion;battlecry deal 3 damage to all other characters ;Warlock;enUS;Battlecry;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_751.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_751_premium.gif;6.0;Demon;7.0;The Kabal print this on every package of illicit Mana Crystals: WARNING - DO NOT PUT WITHIN REACH OF ABYSSALS. THIS IS NOT APPROVED FOR USE BY FLAMING DEMONS OF ANY KIND.;Luke Mancini;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;CFM_685;40703;Don Han'Cho;Mean Streets of Gadgetzan;Minion;battlecry give a random minion in your hand 5 5 ;Neutral;enUS;Battlecry;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_685.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_685_premium.gif;5.0;None;7.0;The brilliant mastermind of the Grimy Goons, Han sometimes thinks about ditching the idiot Cho, but that would just tear him apart.;Tyson Murphy;False;False;0.0;True;Grimy Goons;['Hunter', 'Paladin', 'Warrior'];0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;CFM_623;40411;Greater Arcane Missiles;Mean Streets of Gadgetzan;Spell;shoot three missiles at random enemies that deal 3 damage each ;Mage;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_623.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_623_premium.gif;0.0;None;7.0;Wow, and I thought Arcane Missiles was great!;Evgeniy Zaqumyennyy;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;CFM_062;40295;Grimestreet Protector;Mean Streets of Gadgetzan;Minion;taunt battlecry give adjacent minions divine shield ;Paladin;enUS;Divine Shield,Battlecry,Taunt;None;6.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_062.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_062_premium.gif;6.0;None;7.0;Some new asphalt should do the trick.;Zoltan Boros;False;False;0.0;False;;;0.0;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3.0
Legendary;CFM_687;40701;Inkmaster Solia;Mean Streets of Gadgetzan;Minion;battlecry if your deck has no duplicates the next spell you cast this turn costs 0 ;Mage;enUS;Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_687.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_687_premium.gif;5.0;None;7.0;Solia marks the Kabal with intricate tattoos that grant immense power. Also it makes it harder for other gangs to recruit from their numbers. BACK OFF, GOONS.;J. Ejsing & E. Amundsen;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;CFM_312;40422;Jade Chieftain;Mean Streets of Gadgetzan;Minion;battlecry summon a 1 0 jade golem give it taunt battlecry summon a jade golem give it taunt ;Shaman;enUS;Jade Golem,Taunt,Battlecry;None;5.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_312.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_312_premium.gif;5.0;None;7.0;Seeing his Jade Golem grow up into the tall, handsome 6/6 standing before him was the proudest moment of his life.;A. J. Nazzaro;False;False;0.0;False;;;0.0;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;3.0
Legendary;CFM_750;40537;Krul the Unshackled;Mean Streets of Gadgetzan;Minion;battlecry if your deck has no duplicates summon all demons from your hand ;Warlock;enUS;Battlecry;None;9.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_750.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_750_premium.gif;7.0;Demon;9.0;"Spicklefizz pondered his life choices as he looked at the chain around his neck. ""Become a warlock,"" they said. ""You get to enslave demons,"" they said.";James Ryman;False;False;0.0;True;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;CFM_670;40955;Mayor Noggenfogger;Mean Streets of Gadgetzan;Minion;all targets are chosen randomly ;Neutral;enUS;None;None;4.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_670.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_670_premium.gif;5.0;None;9.0;This flavor text was randomly generated.  If it happens to form words and make sense, that is purely by chance.;Tooth;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;CFM_308;40416;Kun the Forgotten King;Mean Streets of Gadgetzan;Minion;choose one gain 10 armor or refresh your mana crystals ;Druid;enUS;None;None;7.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/CFM_308.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CFM_308_premium.gif;7.0;None;10.0;Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.;Jon Neimeister;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Common;UNG_961;41944;Adaptation;Journey to Un'Goro;Spell;adapt a friendly minion ;Paladin;enUS;Adapt;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_961.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_961_premium.gif;0.0;None;1.0;Pray for salvation. If that fails, pray for extra horns or bigger teeth.;Hideaki Takamura;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;1.0
Common;UNG_019;41152;Air Elemental;Journey to Un'Goro;Minion;can t be targeted by spells or hero powers ;Shaman;enUS;None;Horde;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_019.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_019_premium.gif;2.0;Elemental;1.0;Makes a mean puff pastry.;Evgeniy Dlinnov;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;UNG_940;41494;Awaken the Makers;Journey to Un'Goro;Spell;quest summon 7 deathrattle minions reward amara warden of hope ;Priest;enUS;Quest,Deathrattle;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_940.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_940_premium.gif;0.0;None;1.0;They keep hitting the Snooze button.;Konstantin Turovec;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;2.0
Common;UNG_030;41170;Binding Heal;Journey to Un'Goro;Spell;restore 5 health to a minion and your hero ;Priest;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_030.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_030_premium.gif;0.0;None;1.0;By accepting this healing, you agree to the following terms…;Tyler Walpole;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;UNG_032;41173;Crystalline Oracle;Journey to Un'Goro;Minion;deathrattle copy a card from your opponent s deck and add it to your hand ;Priest;enUS;Deathrattle;Horde;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_032.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_032_premium.gif;1.0;Elemental;1.0;Being made of light has its disadvantages, but at least it's always looking on the bright side.;Arthur Bozonnet;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Rare;UNG_108;41081;Earthen Scales;Journey to Un'Goro;Spell;give a friendly minion 1 1 then gain armor equal to its attack ;Druid;enUS;None;Neutral;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_108.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_108_premium.gif;0.0;None;1.0;You can make your own Earthen Scales at home. Step 1: Roll around in the dirt. Step 2: Magic.;Mike Azevedo;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Epic;UNG_085;41261;Emerald Hive Queen;Journey to Un'Goro;Minion;your minions cost 2 more ;Neutral;enUS;Aura;Horde;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_085.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_085_premium.gif;2.0;Beast;1.0;She rules the emerald hive at the end of the yellow brick trail.;Rafael Zanchetin;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;UNG_803;41309;Emerald Reaver;Journey to Un'Goro;Minion;battlecry deal 1 damage to each hero ;Neutral;enUS;Battlecry;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_803.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_803_premium.gif;2.0;Beast;1.0;Not to be confused with clubbing enthusiast Emerald Raver.;Rafael Zanchetin;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;UNG_809;41323;Fire Fly;Journey to Un'Goro;Minion;battlecry add a 1 2 elemental to your hand ;Neutral;enUS;Battlecry;Alliance;2.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_809.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_809_premium.gif;1.0;Elemental;1.0;Archnemeses: small children with glass jars.;Evgeniy Dlinnov;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;UNG_934;41427;Fire Plume's Heart;Journey to Un'Goro;Spell;quest play 7 taunt minions reward sulfuras ;Warrior;enUS;Quest,Taunt;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_934.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_934_premium.gif;0.0;None;1.0;Why does an active volcano need to be defended? To save its ash.;Nate Bowden;False;False;0.0;True;;;0.0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;2.0
Common;UNG_205;41111;Glacial Shard;Journey to Un'Goro;Minion;battlecry freeze an enemy ;Neutral;enUS;Freeze,Battlecry;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_205.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_205_premium.gif;2.0;Elemental;1.0;Ice, ice, baby!;Paul Mafayon;False;False;0.0;False;;;0.0;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Common;UNG_856;42011;Hallucination;Journey to Un'Goro;Spell;discover a card from your opponent s class ;Rogue;enUS;Discover;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_856.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_856_premium.gif;0.0;None;1.0;It's the good kind of hallucination.;Daria Tuzova;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Common;UNG_923;41401;Iron Hide;Journey to Un'Goro;Spell;gain 5 armor ;Warrior;enUS;None;Neutral;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_923.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_923_premium.gif;0.0;None;1.0;Week 6. I remain covered head to toe with scales. They do not yet realize that I am not a dinosaur.;Phil Saunders;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Common;UNG_912;41353;Jeweled Macaw;Journey to Un'Goro;Minion;battlecry add a random beast to your hand ;Hunter;enUS;Battlecry;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_912.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_912_premium.gif;1.0;Beast;1.0;It’s not LITERALLY jeweled. The goblins were terribly disappointed.;James Ryman;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Legendary;UNG_116;41099;Jungle Giants;Journey to Un'Goro;Spell;quest summon 5 minions with 5 or more attack reward barnabus ;Druid;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_116.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_116_premium.gif;0.0;None;1.0;Forming the Golakka Crater was the end of Barnabus' disastrous career as a dancer.;Konstantin Turovec;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Legendary;UNG_829;41856;Lakkari Sacrifice;Journey to Un'Goro;Spell;quest discard 6 cards reward nether portal ;Warlock;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_829.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_829_premium.gif;0.0;None;1.0;They asked, “And what must we give in return?” Gul’dan lowered his hood and answered: “Six… cards…”;Konstantin Turovec;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Common;UNG_960;41912;Lost in the Jungle;Journey to Un'Goro;Spell;summon two 1 1 silver hand recruits ;Paladin;enUS;None;Alliance;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_960.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_960_premium.gif;0.0;None;1.0;George and Karl were never heard from again.;Zoltan Boros;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Rare;UNG_929;41420;Molten Blade;Journey to Un'Goro;Weapon;each turn this is in your hand transform it into a new weapon ;Warrior;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_929.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_929_premium.gif;1.0;None;1.0;It’s a sword! It’s a knife! It’s a swizzle-stick!;James Ryman;False;False;1.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;UNG_028;41168;Open the Waygate;Journey to Un'Goro;Spell;quest cast 6 spells that didn t start in your deck reward time warp ;Mage;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_028.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_028_premium.gif;0.0;None;1.0;Although powerful, the incantation is simple. It’s just a jump to the left, and then a step to the right.;Rafael Zanchetin;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Rare;UNG_914;41357;Raptor Hatchling;Journey to Un'Goro;Minion;deathrattle shuffle a 4 3 raptor into your deck ;Hunter;enUS;Deathrattle;None;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_914.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_914_premium.gif;2.0;Beast;1.0;They’re just baby teeth. Lots and lots of baby teeth.;Jaemin Kim;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;UNG_916;41360;Stampede;Journey to Un'Goro;Spell;each time you play a beast this turn add a random beast to your hand ;Hunter;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_916.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_916_premium.gif;0.0;None;1.0;Many hunters long for the pitter-patter of enormous feet.;Daren Bader;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;UNG_067;41222;The Caverns Below;Journey to Un'Goro;Spell;quest play five minions with the same name reward crystal core ;Rogue;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_067.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_067_premium.gif;0.0;None;1.0;Why can't it ever be The Taverns Below?;James Ryman;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Legendary;UNG_954;41868;The Last Kaleidosaur;Journey to Un'Goro;Spell;quest cast 6 spells on your minions reward galvadon ;Paladin;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_954.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_954_premium.gif;0.0;None;1.0;“Impossible!” exclaimed the Silver Hand Recruit, his eyes filled with fear. Uther shook his head, turning the crystal until it caught the light: “Life finds a way.”;Arthur Gimaldinov;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Legendary;UNG_920;41368;The Marsh Queen;Journey to Un'Goro;Spell;quest play seven 1 cost minions reward queen carnassa ;Hunter;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_920.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_920_premium.gif;0.0;None;1.0;Question: What's scarier, one giant angry dinosaur or 15 smaller vicious ones? Answer: AHHHHHHH THEY FOUND MEEEEEE;A. J. Nazzaro;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Legendary;UNG_942;41499;Unite the Murlocs;Journey to Un'Goro;Spell;quest summon 10 murlocs reward megafin ;Shaman;enUS;Quest;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_942.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_942_premium.gif;0.0;None;1.0;Form feet and legs!  Form arms and body!  Oh.  Sorry.  I was thinking about Mechafin.;Steve Prescott;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;1.0
Common;UNG_020;41153;Arcanologist;Journey to Un'Goro;Minion;battlecry draw a secret from your deck ;Mage;enUS;Secret,Battlecry;None;3.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_020.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_020_premium.gif;2.0;None;2.0;What did you draw? Shhhh… it’s a secret.;Eva Widermann;False;False;0.0;False;;;0.0;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2.0
Epic;UNG_063;41216;Biteweed;Journey to Un'Goro;Minion;combo gain 1 1 for each other card you ve played this turn ;Rogue;enUS;Combo;Neutral;1.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_063.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_063_premium.gif;1.0;None;2.0;AKA Edwin VanLeaf.;Craig Elliott;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1.0
Epic;UNG_832;41872;Bloodbloom;Journey to Un'Goro;Spell;the next spell you cast this turn costs health instead of mana ;Warlock;enUS;None;None;0.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_832.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_832_premium.gif;0.0;None;2.0;Help save mana.  Donate blood today!;Tyler Walpole;False;False;0.0;False;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0.0
Legendary;UNG_836;41876;Clutchmother Zavas;Journey to Un'Goro;Minion;whenever you discard this give it 2 2 and return it to your hand ;Warlock;enUS;InvisibleDeathrattle;None;2.0;True;http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_836.png;http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_836_premium.gif;2.0;Beast;2.0;A bit of a snob: still refuses to drive anything with automatic transmission.;Anton Zemskov;False;False;0.0;True;;;0.0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;1.0
